Doctor,Doctor_ID
Erika Jackson,DE727A5
Amanda Garcia,D04FBCC
Raven Wong,D7BA306
Cynthia Scott,D4C2D04
Mark Padilla,D8050D6
Julie Ramirez,D8D7535
Jacob Rich,D904770
Mark Hartman Jr.,DDA196B
Timothy Baker,D1E8393
Lori Sanchez,D18ED2C
Connie Boyd,D0E8DB9
James Tucker,DC033B8
Juan Acevedo,DFF2A4D
Julie Finley,DAC814F
Miguel Parker,DC75B1F
Jermaine Peters,D22E441
Lisa Edwards,D6318A2
Matthew Walker,DF00B1F
Gregory Hansen,D905184
Jessica Cruz,DAFE751
Robert Salazar,D0D936E
Kyle Patterson,D55128F
John Summers,D3ABFB2
Scott Grant,D981C69
David Ruiz,D0271DC
Kyle Smith,D0D07D6
Jason Price,D6232AA
Stephanie Clements,DF0552A
Steven James,D3BF5CF
Jeremiah Wolf,DE0E3D5
Roberto Petersen,D873009
Christina Hammond,D7633B3
Patricia Colon,D62F226
Dominic Mitchell,D01F207
Wendy Davis,D06A80F
Daniel Carson,D39A2CB
Erin Henderson MD,D812110
Christopher Butler,DEAF077
Samuel Robles,DEFBECA
Benjamin Webb,D662C94
Krystal Fox,DC77AE4
Bruce Garrett,D59A24F
Jonathan Watson,D68CBAD
Christopher Guerra,DBAF2DB
Steven Adams,D2F596B
Victoria Patel,DFF517B
Louis Bell,D979459
Michael Baker,DB13EA3
Douglas Fleming,D9204FC
Patrick Carter,DCC18D1
Sarah Shaffer,D0740DD
Matthew Carter,D20D32D
Brian Wagner,D0BBC9A
Lucas Cole,D4F5965
Julia Yoder,D9118C8
Crystal Chavez,DD4EE5F
Brenda Lopez,DB82CCD
Michael Cole,D4A747D
Michael Larson,D14F632
Tracey Spence,D23D8F6
Susan Gibson,DB5E49B
Gerald Hooper,D14FDC8
Todd Sanchez,D2DDBDB
Elizabeth Morales,D537088
Kimberly Petersen,D7BBD0A
Misty Garcia,D1E6A48
Melissa Fernandez,DDB3C93
Kari Moore,D9F87BF
David Hubbard,D324CB9
Lonnie Morgan,D62ED07
Victoria Gonzales,DA71A68
Cindy White,D32BD56
Douglas Li,DE53CC4
Lori Mendoza,D6A6E60
Ryan Ross,DD4703B
Brian Walton,D0E9511
Michael Berg,D096E36
Scott Davis,D67FFBE
Daniel Shelton,D8DA273
Tara Moreno,D327232
Kristie Morgan,D6C1B70
Joseph Jones,DB7B516
Maria Tran,D022C12
Kelly Murphy,D095A6E
Katherine Brown,D49D0AE
Elizabeth Frank,DB43A85
Alyssa Edwards,DBD4E92
Jesse Thomas,DA371F6
Erica Mccormick,D045EC2
Amber Holmes,DBB6A69
Austin Jackson,D0AFFD5
Shane Morris,D3C77D2
Brent Smith,D34667E
Kayla Davis,D37CE72
Rose Zuniga,D116825
Ethan Wagner,DA22D55
Phillip Williams,DC527BE
Maureen Hill,D9EE016
Heidi Compton MD,DD96699
Kimberly Gonzalez,D850BD5
Rebecca Morgan,DEEA43E
Sabrina Rogers,DFEE2E0
Kevin Brown,D5C58F4
Sarah Cole,DEB528E
Jennifer Hall,D2C08FE
Emily Cruz,D2645EC
Michael Anderson,D146709
Natalie Sellers,D024FD4
Patrick Ochoa,D6DBC29
Daniel Rodgers,D761FB0
Taylor Baldwin,DC66AC2
Adam Ross,DF958E3
Amy Williams,D53AAB9
Martha Graham,DBD919A
Emily Thomas,D80456C
Terrance Rosales,D37A74B
Daniel Smith,D0B04C4
Marissa Stevenson,D767966
Katie Fitzpatrick,D21B577
Dennis Small,D6AB3EB
Chris Holt,D5BF742
Jenny Griffith,DFEA5DA
Gregory Lambert,D973EBE
Michael Armstrong,DD221AE
Melissa Terry,D2C80AD
Thomas Bruce,DF888A1
James James DVM,DB7B20E
Sean Smith,D2B60E1
John Hansen,D1060E0
Teresa Mccarthy,D94B8B3
Stephanie Barnett,D60A6D6
Mr. Luke Nunez Jr.,DDF29FF
Stacy Stewart,DA4290A
Andrea Oneal,D8DAC0E
Eric Coleman,D9ADE1C
Anthony Barnes,D98208F
Michael Hickman,D3FC3D0
Dustin Wolf,D9A0099
Amanda Wells,D2B3327
Jason Miller,DCC8DF8
Holly James,D837AA4
April Cox,DF1F004
Virginia Lynch,D9C8BBD
Patricia Fuller,D6BC702
Michelle Ward,DCA2204
Robin Adams,DCF6ECC
Emily Morales,D9FF4CB
Adriana Morrow,DAFBFC6
Michael Mitchell,D36F26A
Caroline Choi,DE3FD6C
Michael Robinson,D7F5121
Heather Miller,DC151A8
Howard Obrien,DB44E76
Faith Cook,D1CF430
Donna Colon,DAF3B62
David Lindsey,D0A0538
Anthony Nixon,D67DEDE
Doris Hawkins,DC8F656
Caleb James,DF3423A
Patricia Moore,DB9DB31
Matthew Gray,DDBDCE2
Justin Lowe,D8065AB
Danny Mcdonald,DF77684
Gina Weaver,D9A31B3
Eddie Jackson,D626497
Miss Valerie Saunders MD,DD62651
Richard Petty,D53A252
Patricia Bean,D02E0D8
Ronald Jones,DA8528A
Jack Wall,D3D619B
Felicia Morrison,D7C578A
Crystal Schultz,D5EE28E
Bailey Gonzalez,D86E2B4
Michael Guzman,D074064
Elizabeth Flowers,DA61229
Whitney Vaughan,DCEA8CC
Seth Nelson,D3C25B4
Erin Wright,D103834
Jennifer Flores,DF2CAE6
Brandi Knight,DCE798F
Chad Irwin,DEEC571
Victoria Williams,D7B0C8F
Travis Walton,D50F95D
Catherine Hernandez,DD3F2C7
Kristen Johnson,D3DE2AE
Tammy Chavez,DA6F854
Savannah Colon,D664FBD
Jessica Parks MD,DCE2262
Joshua Singleton,D1245BC
Vincent Ramirez,D01852D
Natasha Smith,D662AF4
John Sparks,DB404FB
Michelle Gutierrez,D5B1539
Rachel Williams,D59E633
Sergio Shelton,D0DDB2F
Mr. Michael White MD,D594B94
Mary Drake,D71E1AA
Tonya Wade,D50DF7D
Charles Torres,DF0B102
Jennifer Freeman,D07460B
Reginald Becker,D5051DF
Charles Webb,DB79643
Emily Perez,D998F5C
Rachel Thomas,D8450C9
Christopher Flores,D7E979A
Jennifer Stevenson,DD2A432
Matthew Garcia,DC8CBC0
Brett Meyer,D5C807A
David Murphy,D292E66
Erin Henson,DDAAF63
Katrina Fuentes,D846A7B
Harold Jackson,DC2F200
Christopher Merritt,DA25FD4
Haley Kim,D0839FB
Dr. Steven Johnson,DC33535
Erin Cole,DD3A9D3
Breanna Nielsen,DA9C345
John Smith,D611732
Frank Gonzalez,D123ED0
Matthew Williams,D414509
Jonathan Gray,DF11EDF
Timothy Rodriguez,DD258C3
Victor Welch,DC18033
Robert Adams MD,DAE8102
Andrew Jefferson,D021890
Sharon Hensley,D687E84
Eugene Branch,DD79BE9
Anthony Greer,D3F6A2E
Bob Moyer,D1E380F
Heather Shea,DE096D3
Nicholas Stevenson,D20108E
Laura Guerra,DA5BD4C
Michele Bradford,D4289E0
Mr. Jesse Cook,D6BD2CF
Heather Simon,D359890
Larry Mendez,DD650B2
Taylor Smith,DC08E72
Ian Singleton,D1A892B
Angela Burton,D18CD9B
Lisa Payne,DF9CC29
Sara Perry,D8D5547
Ann Brown,DFED55C
David Marshall,DBC6D84
Shirley Dawson,D6AC380
Susan Hernandez,DC517BF
Gina Edwards,DD777A3
Laura Howell,DF32905
Scott Beltran,D8A8B35
William Campbell,D4D948F
Ethan Brock,D7740CD
Nicholas Gomez,D4B121D
Richard Buchanan,D92FE15
David Gonzalez,D50C162
Kristin Schmitt,D2F616E
Kelly King,DF704EB
Jeffery Morgan,D374FF1
Patricia Fowler,D3747BE
David Patterson,D917595
Daisy Eaton,DBFE3C5
Benjamin Bryant,D4EF9DE
Cynthia Velazquez,D62114B
William Brock,DF9D770
Douglas Lambert,D30DCD8
Alex Mcknight,D7FE807
Gregory Fox,D63BDF8
Carrie Navarro,D1FC4B2
Laura Murillo,D6A2BB1
Alyssa Walsh,DFAB542
Jeff Barton,D168B31
Ricky Anderson,DCC8A55
John Hurst,D2F1578
Cristina Wyatt,D55055C
Christina Fowler,DE28EDC
Gary Barr,DB8296F
Frederick Whitney,D9BA260
Mary Miller,D22DBED
Evan Lewis,DF6517C
Adrienne Howard,D5C76BF
Daniel Jones,DFBA6FE
Craig Wolfe,D45C91C
Tina Griffin,DD46988
John Hansen,D1060E0
Trevor Evans,D91248F
Mark Johnson,D0A76D8
James Hays,D19CB96
Nicholas Ferguson,DE776F9
Mr. Jeffrey Powell,D65D271
Timothy Carter,D9AEF1C
Jennifer Gonzales,DBC0D8F
Leonard Chen,DBF8401
Margaret Ramos,D15E20B
Joy Davis,DD7B9C5
Mary Mckee,D446E64
John Evans,DC8AB9E
Benjamin Payne,D30FAD2
Jeanne Allen,D42A499
Kelly Jackson,D75D8CD
Michael Barber,D8C8C0A
Steven Clark,D9C29D8
Amy Bailey,DAF2CC6
Cody Houston,D2DD012
Gregory Nichols,DC4495E
Christopher Odom,D9BC1BD
Raymond Bell,D0E8B39
Autumn Fitzgerald,DCF5609
James Armstrong,DF9C79D
Darius Schaefer,DAF0F6A
Katherine Dunn,D696A3F
Katherine Flynn,D978FF2
Julian Perkins,D106A51
Holly Taylor,D28DAF5
Mark King,D138147
Shelby Johnson,D2598FF
Angela Logan MD,D7B5932
Gloria Schultz,D72B755
Victor Morales,DB86A23
Nancy Vaughn,DE0419C
Christopher Rivera,D36E3AB
Brittany Rocha,D77A20D
Patricia Hall,D287CBF
Christopher Hudson,D028143
Walter Perez,D93A442
Jonathan Chang,DCE1EA9
Maria Ritter,D6EAA89
Elizabeth Snyder,DEC931E
Dennis Harris,D1031FC
Caroline Fields,DF75422
Joseph Rivera,D7C44F7
Charles Reynolds,DDAB8D8
Patricia Valentine,DF54CE1
Angela Reed,D11132E
Doris Johnson,D80B655
Devin Pratt,DC8DAD6
Angela Allison,D698EDF
Phyllis Nguyen,D1DCCBC
Melissa Mendoza,D67BD13
Christopher Bates,DA31DF8
April Cummings,D495CDC
Andrew Hill,D3233FC
Susan Sampson,DA2FFF1
Darren Becker,D656FFD
Lee Santiago,D21913A
Holly Walton,D3A60FC
Craig Howard,DFCD747
Diane Riley,D4A07F3
John Schroeder,D228517
Mark Watson,DE9069E
Diane Griffin,D236A9C
Kenneth Mcintosh,DC5F624
Victoria Hernandez,DA83527
David Zavala,DB95122
Frederick Fields,DB997A0
Michael Nguyen,D70602B
Casey Fowler,D9E4D76
Michael Miller,D217D46
Kaylee Hampton,DA63201
Amber Gordon,D809D50
Colleen Meyers,DB93BAC
Eileen Hernandez,D5E78A0
Carrie Wright,D3B0A9A
Jeffrey Schmidt,D4CCD27
Jaime Bell,D4A65AA
Brian Cooper,DC0E071
Anthony Graves,DE7AAC5
Traci White MD,D936B75
Eric Lutz,D821A71
Brenda Hill,DAEF97D
Peter Brown,D84CA67
Benjamin Banks,D741D30
Natalie Perez,D08A8C7
Erica Williams,DAB8AF3
Jasmine Webb,D8F9851
David Cabrera,D8849CD
Julie Gonzales,D7AB26A
Julia Campbell,D4F0E1E
Zachary Robinson,D567157
Christine Smith,D5F0000
Barbara Burgess,D842313
Malik Goodwin,DC855D3
Diana Shaw,D9C2B22
Michael Mason,D693B5D
Alexis Bradford,DDEC87C
Jasmine Parker,DB8E349
Christina Lopez,D90F913
Richard Franco,DC1B384
Marc Reid,DAE6EBB
Ryan Simmons,D1A6C69
Clinton Sanchez,DFEA876
Cindy Gonzalez,DA5E95E
Christy Ochoa,DC4F92F
Gabriel Livingston,D4C6FC5
Mackenzie Phillips,D11063F
Gabriel Lane,D4D3275
Whitney Chavez,D1B823B
Tara Tucker,D44788B
Dustin Alvarez,DEA816B
Jessica Conway,DB150D6
Heidi Wood,DDF2681
David Gordon,D505CE0
Jonathan Thomas,DE5FFF9
Lori Diaz,D7B2894
Martin Dominguez,D14EF09
Adam Roberts,D05EA6D
Nancy Beck,DBA0A4F
Christy Hughes,D0E2FFA
Charles Hernandez,DF49CBB
Hannah Clay,DD6D41D
Steven Dixon,D3C5263
Monica Thomas,D24F415
Alexander Moore,DC0D49F
Curtis Mckinney,D05DA13
Stephanie Shepard,DCAA27A
Russell Soto,DD0D2D7
Charles Cardenas,D15AB86
Brandon Montoya,D673729
Andrew Bishop,D46CCCA
Daniel Sanders,D0D29CC
Jeremiah Nunez,DE4A3B3
Carolyn Peters,D1532FD
Paul Ruiz,D387A9B
Robert Palmer,DAC3D56
Lisa Grimes,D1B1CD9
Ronald Russell,D0F2B87
Tracey Smith,D338B83
Mark Baker,DAF29E8
Austin Perry,D4BCE18
Dr. Mackenzie Bell,D702928
Kimberly Calhoun,D613C21
Timothy Aguilar,DCD5171
Cynthia Stanton MD,D84FB24
Craig Delgado,D8061D8
Courtney Parsons,D426D57
Sandra Barker,DABA54F
Michael Hogan,D136E8D
Toni Perry MD,DD44E7A
William Bailey,D2A72B8
Tiffany Ortega,DFCD9E4
Willie Lowery,DEFDE37
Jaime Allen,DD0BFAB
Becky Jones,D7A42B1
Tiffany Frank,DE611C7
Joe Mora,D205EEF
Teresa Tucker,DC13900
Ruben Cross,D8DA7DF
Timothy Choi,DA6CD95
Robert Lester,D2B3377
Sandra Bender,DA1E04F
Martin Smith,D214BCD
Martha Johnson,D3FA77F
Mercedes Harris,D3AFE08
Gregory Chung,DBB8A09
James Young,D7472C0
Carla Combs,D214BAF
Peter Martinez,DF3231E
Christopher Spears,DB2A18F
Carrie Howell,D721FCD
Tina Ray,D544439
Debbie Jones,D712971
Anthony Ortiz,D713700
Jason Stewart,D1FB97E
Derek Dorsey,D7D3CFA
William Carter,D9DDBD0
Angel Jones,DEF4B39
Christopher Fowler,D4D4B35
Stephanie Herrera,D9CB9CD
Scott Herring,D99FE3D
Angela Cook,D42E450
Michael Davis,DABE8C1
Thomas Hunt,DE5B2D9
Dylan Hale,D45EB7E
Bradley Holt,DED25E9
Sandra Powers,D352FBC
Evan Campbell,D42DE74
Sylvia Villarreal,D457621
Matthew Hopkins,DFA5A90
Joseph Miller,D63BD54
Charles Palmer,DE01F27
Michael Walters,DB3757A
Scott Smith,D05B65D
Nicole Jensen,D13B401
Brent Dickerson,DB74D82
Nicole Young,D528A78
Jared Kemp,D1F929E
Dennis Gilbert,DC7CC7F
William Mcguire,D1A5D37
Jesus Wagner,DCE0A93
Jose Cooley,DB69ABF
Andrew Clark,D660EF3
Evelyn Patterson,D81EFC8
Maria Estes,D364832
Mrs. Linda Miles,D4F5F55
Catherine Wiley,D175904
Olivia Nichols,DF35E63
Christie Vargas,D75C586
Nathaniel Jacobson,D9BE65B
Kayla Clark,D79D1CD
Jessica Jackson,DD22BC8
Lynn Benson,DAFE1F0
Michael Dodson MD,DA008C5
David Nunez,D3F6FC7
Lindsay Pierce,DA3AF27
Dr. Jeffrey Barnes Jr.,D025EFF
Kristie Roberts,D0D2E3D
Allison Harper,D522EB9
Heather Howard,D91FCEC
Vickie King,D533A7B
Christopher Yoder,DFC86DA
Matthew Nelson,D7C8659
Martin Lynch,D142DDF
David Hall,DF9E533
Benjamin Tyler,D38943A
Tyler Adams DDS,DC7A7A1
William White,D42E87C
Amanda Webb,D01F376
Travis Holmes,D7F677F
Amy Small,D2A5D73
Katherine Gutierrez,D20AB80
Susan Hess,D0601C5
Kristen Thornton,DE0138F
Jerry Fisher,D7C3DEC
Elizabeth Miller,D069BF4
Reginald Grimes,DF4E263
Steven Smith,DF202F2
Katelyn Davis,D1F6B5B
Matthew Jones,DD8AFA0
Diana Tran,D109998
Kevin Kelley,DC267EE
Anthony Green,DB5FE10
Jordan Porter,DCA438C
James Thompson,DB71E1B
Andrea King,DF871A4
Lucas Torres,DC98A88
Sarah Garcia,D7340C6
Amanda Alvarado,DA7943F
Samantha Preston,D0A65B2
David Maxwell,DF6AC55
Kevin Butler,D155E6A
Shannon Sanchez,DAA7100
Shelly Bright,D8DBE37
Stephanie Wilcox,D4809E8
Amy Diaz,DA51084
Stacey Nguyen,D8049B7
Peter Wright,D54DE0A
Eric Shaw,DD89B58
Susan Gaines,D52F785
Collin Green,D647A5A
Richard Harris,DCBDC8C
Charles Fernandez,D0B0A74
Kyle Williams MD,DC251CE
Susan Rios DDS,DB9D30C
Sarah Ibarra,D7A8151
Jonathan Burns MD,DF45F5C
Jennifer Miller,D6EB712
Zachary Scott,D697EA7
Dennis Robbins,D882ED3
Sean Rodgers,D4B422E
Nathan Payne,D79E0AD
Kristina Gray,D8A7F4C
Regina Bryant,D78AFEE
Karen Donovan,D09B993
Amber Lopez,D3AFE03
Vernon Diaz,D823DD8
Luke Nunez,DF7FA80
Mary Williams,DA15C64
Gina Richards,DDED9E0
Julie West,D15C3D3
Greg Scott,D1A86C9
Tracy Serrano,D88432E
Rhonda Gilbert,D83FC9E
Penny Bryant,DB7DDBE
Edward Webster,DA1EC99
Brandon Flores,D9539AC
Courtney Crane,D07F3D3
Eric Wallace,DB44B03
Nicole Norton,DF92B39
Angela Cunningham,D31FDBB
Jessica Morgan,DF4DFE4
Shari Foster,D56DA06
Danielle Collins,D82453A
Beth Mckenzie,D7CF0D8
Evan Johnson,DCFFD40
Wendy Rivera,D23A752
Cindy Maxwell,D30C352
Crystal Hays,D973D59
Jay Barr,D3F118E
Lisa Long,DE3F587
Brianna Kelly,D6CFF6A
David Hanson,D9A2665
David Stevens,DCE650E
Richard Ayala,D062204
Nathan Adams,D516F13
Jennifer Munoz,D4FC590
Beth Brown,D066FA5
Karen Jones,D06E7EF
Seth Burnett,DDB637A
Kevin Johnson,D72B28B
Julie Garza,DC11A4E
Brian Mack,D8A10B0
Jennifer Johnson,D0E84DE
Joseph Barnes,D9091AD
Daryl Cross,D3E6C23
Jonathan Edwards,D3375E8
Adam Hardy,D1B6656
Robert Ashley,DAFA5D9
Mary Vaughn,D70B2BF
Steven Simmons,D649B44
Mrs. Jessica Martinez,D7F98ED
Erin Arias,D45138F
Daniel Golden,D34EDD4
Anthony Malone,D1882B1
Charlotte Reyes MD,D63697F
Miguel Green,DB197CE
Frederick White,D892D44
Lisa Ruiz,D2E19D9
Cody Rice,DA3E909
April Foster,D64D0CC
Justin Russell,DD1A4D8
Daniel Thomas,D0619CF
Emily Williamson,D7FF627
Veronica Christian,D539040
Monica Odonnell,D779069
Cody Berger,D2817B2
Jeffrey White,D68F715
Stacey Burgess,DBA805C
Ethan Spencer,D0106EF
Jonathan Baker,D12A657
Tonya Burton,DDF1F64
Phillip Campos,DEA3603
Billy Rodgers,D66939B
Sherri Campbell,D50B0F0
Alex Neal,DFF8E42
Mark Martin,DB40B19
James Smith,DDDEA83
Amber Walker,D393B85
Laura Pena,D55D786
Tracy Wilson,D33608B
Michelle Cox,D33A883
Marie Reed,D879B78
Philip Vaughn,DCFECB8
Kyle Montes,D4E6BDF
Mr. Ronald Hoover,D91FCB5
Daniel Hurley,D680643
Nicole Young,D528A78
Christopher Mills,DE9FFE1
Richard Webster,DEDF711
David Soto,D8B5570
Michael Paul,D8D605C
Robert Gregory,DB0FBF6
Ashley Lane,D0DCBFA
Jennifer Brown,DC69B8D
Kristen Aguirre,D85C8E0
Kathryn Trevino,D7622A1
Amanda Ramos,D86B6DA
Mr. William Decker,D894914
Michael Grant,D74E317
Megan Jones,D804A5E
Mr. Andrew Hall Jr.,D9F8624
Joseph Hernandez,D2251A7
Bryan Brock,DA9C086
Austin Henderson,DB5FD56
Jessica Bruce MD,D004762
Kenneth Green,DC526B2
Shelley Garcia,D747B9A
Justin Douglas,D063FA5
William Faulkner,D390FD7
Stephanie Davis,DDED6F2
Ronald Parker,DE7F3BE
Kevin Tucker,D1D9E18
Katrina Allen,D349878
Alicia Lopez,D6D6554
Stephen Lopez,D5426E1
Alexandra Sims,DE2F6DF
Andrea Lee,DD64EEA
Olivia Anderson,DCC3A64
Michelle Barnett,DBB93E7
Johnathan Mcmahon,D86CB14
Deborah Lawson,DA8E353
Diana Boyd,D5C2A48
Crystal Ritter,D2D1A0E
Carla Mcneil,DDC8421
Peggy Nunez,D759154
Kenneth White,D1640EF
Leonard Alvarez,D0CAA8D
Henry Rogers,DF707C8
George Smith,D9F1BD8
Anthony Anderson,D3DF4AA
Meghan Bailey,D744C0C
Jason Phillips,DE97894
Bailey Ibarra,DDF7FFE
Kelsey Simpson,DD508B4
Sarah Guerra,DDF5E72
Tony Matthews,DF889CD
David Gonzalez,D50C162
Michael Villanueva,DEED150
Alan Cain,D3CF911
Melissa Turner,D8826C2
Alexander Robles,D8E846C
Joseph Carr,D2B550F
David Poole,DEDB656
Cynthia Thomas,DFFA51A
Rebecca Reed,D21FAE8
Steven Boyle,DAFC404
Bryan Wu,DE10EB9
James Quinn,D7A42D8
Ryan Rich,DB068AC
James Robinson,D23F012
Edwin Sparks,DB415A5
Tyler Parsons,DBC1A95
Kirk Rich II,D616D82
Andrew Neal,D95EB32
Susan Silva,D2F622A
Lynn York,DE0F718
Ellen Bush,DF9EB11
Anthony Smith,DC64E85
Mary Schwartz,DCF3C29
Victoria Osborne,D925573
Regina Glass,D0E7BF4
Craig Ray,D09C9CF
Carlos Steele,D25E001
Michael Pugh,DF75E72
Mark Mccarthy,D65BCE7
Shane Green,D02D641
Hayley Payne,D26EEA5
Christopher Sharp,DBDCC14
Joseph Chandler,DBC0C06
Brandi Elliott,D6DD102
Brian Fox,D998C2C
Paul Coleman,D5B4959
Kelly Thompson,D1EF6BB
Corey Perez,D6C5A1D
Blake Phillips,D4A1A2B
Nicole Phelps,D48D213
Lorraine Powers,D75FE3F
Michael Colon,D449905
Taylor Sullivan,D00EADB
Natalie Howell,DEBFF1D
Lonnie Duncan,D14B1CC
Bruce Rivera,DB3BED0
Jordan Shannon,D170126
Cindy Jones,D491E52
Reginald Mckinney,D142EF1
Tiffany Hunt,D5A47F6
Frank Pierce,DE223EA
Olivia White,D031606
Laura Hill,D9980F8
Angela Rogers,DB54243
James Smith,DDDEA83
Brian Cooper,DC0E071
Jonathan Jimenez,D42009F
Ashley Bishop,DE3E904
Charles Harris,D9FDB69
Brandon Richardson,D55264C
Shane Wong,DCF34C3
Michael Oliver,D6DE1E0
John Cooper,D8189B1
Daniel Freeman,D88502F
Adriana Gould,DD53B37
Amanda Hall,D44241C
Michael Mcbride,D670A8B
Deborah Wise,D408A81
Ronald Edwards,DB2FAC8
Raymond Bowen,DF8BF64
Jill Bailey,D5B639D
Jennifer Pope,D3A969F
Taylor Craig,DAB51AA
Kristy Waters,D4F9C3A
Elizabeth Blevins,DD49D76
Janice Jones,D657D1B
Joann Anderson,D0C7E57
Christine Mejia,DF717C1
Pamela Reed,D6DE8E1
William Holmes,DC4BD29
Heather Bowman,D65331A
Brittany Burns,D5CD0BB
Amber Carpenter,D984503
Kimberly Castaneda,D05513A
Jessica Vasquez,D0301E1
Joseph Robinson,D4ED3D0
Travis Morales,DDEECD0
Carrie Montes,DF04F76
Alexander Walters,D221A77
Justin Paul,DF7CD27
Curtis Fox,D270D65
Theresa Harrison,D4387CB
Mark Maynard,DA97E65
Randy Graham,D9BF7F2
Michael Jenkins,D204C00
Amy Johnson,D330A18
Timothy Wagner,D43F1E7
Kara Stevens,D124D54
David Keller,D524640
Emily Sanders,D039906
Chris Green,D17E3CA
Kurt Hamilton,D4623CC
Richard Jones,D48DE85
Brian Herrera,D1DC711
Robert Perkins,D1E09A6
Peter Nunez,D69EA84
Diane Richardson,DDCD95C
Julia Monroe,DE6FD2E
Michael Palmer,D0F2A53
Hector King,D70FBAB
Michael Webster,D46B480
Christy Maxwell,D8B180C
Jorge Armstrong,DA172C4
Alexander Patterson,D11D296
Richard Rodgers,D94ACDB
Jasmine King,DDA7800
Nancy Sutton,DBAC254
Brittany Anderson,DBC70CF
Heather Long,DCDE5F0
Amy Hawkins,D27FF63
Victor Fowler,DB73395
Sharon Hall,D483BBB
Jeffrey Arellano,D0292A0
Mary Johnson,D1C1782
Kimberly Key,DB29767
Tara Lopez,D361DD3
Angela Lara,DA5499E
Laurie Brewer,D5C5EA7
Margaret Hensley DVM,D6400ED
Adam Bowers,DF02BBC
Renee Odom,D694DE5
Amanda Morris,DA4C495
Gregory Oneill,D837AFF
Erika Smith,D3BD33D
Michelle Harmon,D1A6F08
Shane Russell,D167070
Rhonda Miller,DC44091
Aaron Turner,D5D6C6B
Angela Anderson,DEA332A
Caitlin Jackson,DE90086
Jeremy Stout,D359515
Michele Warren,D267692
Eric English,D7D9854
Shirley Armstrong,D91EA50
Mary Miller,D22DBED
Steve Anderson,D3EE5DA
Candice Harris,D016A92
Rhonda Lucas,D8613A8
Cody Mcintyre,DACECF7
Scott Adams DDS,D884735
Jason Dixon,DAADB3E
Larry Williams,DE8737B
Candice Gray,D1CDAE2
Michael Richardson,D595A4A
Megan Allen,DBDC80A
Jonathan Crawford,DB61E4B
Benjamin Cruz,D65C792
Tracy Marks,D44AA07
Nathan Benjamin,DDE2CC9
Sara Cole,D0ECC5E
Sara Warner,D206EE1
Stanley Moreno,DD77B84
Nina Smith,DB0F063
Justin Nguyen,DD613AB
Michele Ramos,D52D4B9
James Harris,DC835F3
Carla Burgess,DE65425
Luke York,DE4B6F9
Whitney Phillips,D7ECCD3
Daniel Johnson,DC2048D
Audrey Lewis,D34C2A5
Donald Wagner,DE317B4
Lisa Fisher,D80683E
Amber Williams,DB1DE18
Patrick Medina,D592933
Sheri Castro,D912E1C
Crystal Thornton,DF25D78
Kimberly Carter,D03713A
Frederick Arnold,DC47D17
Anna Atkinson,D653072
Mary Coleman,D0B1800
Jeremy Parker,DB02C61
Dorothy Garcia,D09E57A
John Sanders,DDC06CF
Ashlee Cooper,D14707D
Nicole Vance,D252C8D
Karen Lynn,DB9881B
Rachel Lopez,DBF5F8B
Samuel Williams,DE47E99
Steven Rogers,D0EDFE7
Melanie Lloyd,D5B7461
Bobby Mayo,DB1B947
Fernando Hodge,D55FC54
